Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time,vlaue
WNEB,Western New England Bancorp Inc,10.03,0.13,1.31%,10.04,9.86,104500,2/17/23,1048135
SVRA,Savara Inc,2.75,-0.07,-2.48%,2.82,2.55,380500,2/17/23,1046375
BASE,Couchbase Inc,16.01,-0.1,-0.62%,16.17,15.56,65300,2/17/23,1045453
DGRS,Wisdomtree US Smallcap Quality Dvid Fund,45.65,0.07,0.15%,45.71,45.32,22900,2/17/23,1045385
PSNL,Personalis Inc,3.36,-0.15,-4.27%,3.48,3.28,310200,2/17/23,1042272
REPX,Riley Exploration Permian Inc,31.36,-0.4,-1.26%,31.87,30.5,33200,2/17/23,1041152
UTI,Universal Technical Institute Inc,7.68,0.14,1.86%,7.72,7.5,135500,2/17/23,1040640
PBD,Global Clean Energy Invesco ETF,20.42,-0.09,-0.44%,20.42,20.19,50500,2/17/23,1031210
RAAX,Vaneck Inflation Allocation ETF,25.14,-0.31,-1.22%,25.36,25.09,41000,2/17/23,1030740
SUNW,Sunworks Inc,1.93,-0.04,-2.03%,1.988,1.91,533400,2/17/23,1029462
ABST,Absolute Software Cp,9.23,-0.15,-1.60%,9.32,9.15,111500,2/17/23,1029145
DAO,Youdao Inc ADR,7.72,-0.17,-2.15%,8.08,7.6423,133100,2/17/23,1027532
TAIL,Cambria Tail Risk ETF,14.54,0.02,0.14%,14.62,14.52,70300,2/17/23,1022162
SOND,Sonder Holdings Inc,1.28,-0.02,-1.54%,1.34,1.25,798000,2/17/23,1021440
FXB,British Pound Sterling Trust Currencyshares,115.87,0.52,0.45%,115.9,115.79,8800,2/17/23,1019656
AVO,Mission Produce Inc,12.33,0.31,2.58%,12.37,12.04,82600,2/17/23,1018458
TRC,Tejon Ranch Company,20,0.14,0.70%,20.04,19.6501,50900,2/17/23,1018000
LPL,Lg Display Company Ltd ADR,5.95,0.06,1.02%,5.95,5.815,170300,2/17/23,1013285
YALA,Yalla Group Ltd ADR,4.86,0.07,1.46%,4.91,4.72,208300,2/17/23,1012338
TNYA,Tenaya Therapeutics Inc,3.17,0.44,16.12%,3.3,2.72,318800,2/17/23,1010596
DXPE,Dxp Enterprise,29.91,-0.19,-0.63%,30.18,28.46,33700,2/17/23,1007967
DJIA,Gx Funds Gx Dow 30 Covered Call ETF,22.6,0.19,0.85%,22.602,22.375,44500,2/17/23,1005700
ASPS,Altisource Portfolio,5.26,-0.07,-1.31%,5.29,5.02,191100,2/17/23,1005186
AMRX,Amneal Pharmaceuticals Inc,2.43,0.05,2.10%,2.43,2.36,413500,2/17/23,1004805
AADI,Aadi Biosciences Inc,11.76,0.06,0.51%,11.82,11.72,85400,2/17/23,1004304
SEMR,Semrush Holdings Inc Cl A,9.04,-0.13,-1.42%,9.1,8.9,110500,2/17/23,998920
DGICA,Donegal Group Cl A,15.24,-0.05,-0.33%,15.34,15.08,65500,2/17/23,998220
GORO,Gold Resource Corp,1.01,-0.03,-2.88%,1.05,1.01,986100,2/17/23,995961
GIGB,GS Access Investment Grade Corp Bond,44.835,0.125,0.28%,44.84,44.56,22200,2/17/23,995337
TOUR,Tuniu Corporatio ADR,2.21,-0.01,-0.45%,2.26,2.17,448400,2/17/23,990964
DRD,Drdgold Ltd ADR,7.52,-0.03,-0.40%,7.555,7.33,131700,2/17/23,990384
PTNQ,Pacer Trendpilot 100 ETF,51.47,-0.39,-0.75%,51.59,50.98,19200,2/17/23,988224
EYPT,Eyepoint Pharmaceuticals Inc,3.45,-0.11,-2.95%,3.58,3.43,286400,2/17/23,988080
CISO,Cerberus Cyber Sentinel Corp,0.8436,-0.1365,-13.93%,0.9713,0.78,1171100,2/17/23,987939.96
PVBC,Provident Bancorp CS,9.81,0.29,3.05%,9.82,9.44,100700,2/17/23,987867
SLS,Sellas Life Sciences Group Inc,3.62,0.4,12.42%,3.7,3.12,272500,2/17/23,986450
LQDH,Int Rate Hedged Corp Bond Ishares ETF,91.98,0,0.00%,91.99,91.81,10700,2/17/23,984186
BCLI,Brainstorm Cell,2.35,0.16,7.55%,2.36,2.06,418700,2/17/23,983945
ABSI,Absci Corp,2.67,0.07,2.69%,2.72,2.52,368400,2/17/23,983628
KARS,KS Electric Vehicles and Future Mobility ETF,31.7951,-0.8249,-2.53%,31.9,31.501,30900,2/17/23,982468.59
VSDA,Victory Dividend Accelerator ETF,46.29,0.26,0.56%,46.31,45.87,21200,2/17/23,981348
PWB,Dynamic Large Cap Growth Invesco ETF,63.6595,-0.6005,-0.93%,63.7,63.27,15400,2/17/23,980356.3
EURL,FTSE Europe Bull 3X Direxion,22.07,0.06,0.27%,22.33,21.5098,44400,2/17/23,979908
INBK,First Internet Bcp,27.69,0.11,0.40%,27.88,27.53,35300,2/17/23,977457
ALR,Alerislife Inc,1.34,0.04,3.08%,1.3608,1.29,729300,2/17/23,977262
REK,Short Real Estate -1X ETF,18.9378,0.1078,0.57%,19.1,18.88,51500,2/17/23,975296.7
EQ,Equillium Inc,1.11,-0.04,-3.48%,1.1532,1.02,877200,2/17/23,973692
XXII,22nd Century Group Inc,0.9861,-0.0039,-0.39%,1.001,0.9601,986500,2/17/23,972787.65
FVAL,Fidelity Value Factor ETF,46.54,-0.2,-0.43%,46.55,46.245,20900,2/17/23,972686
TTSH,Tile Shop Hlds,5.86,0,0.00%,5.97,5.7,165900,2/17/23,972174
OB,Outbrain Inc,5,-0.22,-4.21%,5.24,4.99,194300,2/17/23,971500
PFM,Dividend Achievers Invesco ETF,37.31,0.07,0.19%,37.33,37.04,26000,2/17/23,970060
WLKP,Westlake Chemical Partners LP,23.66,-0.09,-0.38%,24.015,23.55,41000,2/17/23,970060
UFI,Unifi Inc,10.25,0.25,2.50%,10.36,9.9,94500,2/17/23,968625
VOXX,Voxx Intl Corp,11.1,0.4,3.74%,11.14,10.64,86900,2/17/23,964590
ACES,Alps Clean Energy ETF,50.74,-0.78,-1.51%,50.96,50.04,19000,2/17/23,964060
SSTI,Shotspotter Inc,37.32,1.02,2.81%,37.45,36.4,25800,2/17/23,962856
CATH,Gx S&P 500 Catholic Values ETF,49.86,-0.17,-0.34%,49.86,49.48,19300,2/17/23,962298
CTXR,Citius Pharmaceuticals Inc,1.22,0,0.00%,1.28,1.2,787700,2/17/23,960994
MAPS,Wm Technology Inc,1.19,-0.12,-9.16%,1.31,1.17,807500,2/17/23,960925
GATO,Gatos Silver Inc,4.71,-0.11,-2.28%,4.8,4.68,203200,2/17/23,957072
MGTA,Magenta Therapeutics Inc,0.86,0.0499,6.16%,0.87,0.77,1112500,2/17/23,956750
DHX,Dice Holdings,4.71,0.08,1.73%,4.745,4.61,203100,2/17/23,956601
IVAC,Intevac Inc,7.4,0.07,0.95%,7.51,7.32,129100,2/17/23,955340
MDIV,Multiasset Diversified Income Index Fund FT,15.85,-0.03,-0.19%,15.91,15.75,60200,2/17/23,954170
GROM,Grom Social Enterprises Inc,1.19,-0.12,-9.16%,1.3098,1.18,801700,2/17/23,954023
PKW,Buyback Achievers Invesco ETF,90.72,-0.6,-0.66%,91.16,90.28,10500,2/17/23,952560
KEUA,KS European Carbon Allowance ETF,35.0967,-0.4633,-1.30%,35.3,34.86,27100,2/17/23,951120.57
SEAT,Vivid Seats Inc Cl A,8.2,-0.07,-0.85%,8.28,8.13,115900,2/17/23,950380
FCPI,Fidelity Stocks For Inflation ETF,31.84,-0.1,-0.31%,31.88,31.7,29800,2/17/23,948832
EIGR,Eiger Biopharma,2.22,0.02,0.91%,2.26,2.12,427000,2/17/23,947940
ICVX,Icosavax Inc,9.07,0.2,2.25%,9.14,8.63,104400,2/17/23,946908
BLI,Berkeley Lights Inc,1.76,-0.02,-1.12%,1.84,1.705,536300,2/17/23,943888
NHTC,Natural Hlth Trd,5.8,-1.09,-15.82%,6.57,5.8,162600,2/17/23,943080
CYXT,Cyxtera Technologies Inc,2.48,-0.25,-9.16%,2.73,2.47,378800,2/17/23,939424
EUM,Short MSCI Emerging Markets -1X ETF,14.65,0.14,0.96%,14.7,14.634,64100,2/17/23,939065
CGW,S&P Global Water Index Invesco ETF,50.47,0.54,1.08%,50.53,49.86,18600,2/17/23,938742
MARK,Remark Holdings Inc,1.9,-0.07,-3.55%,2.05,1.84,494000,2/17/23,938600
SPEU,Stoxx Europe 50 SPDR,38.1522,0.2122,0.56%,38.2,37.78,24500,2/17/23,934728.9
CARE,Carter Bankshares Inc,17.58,0.24,1.38%,17.6,17.39,53100,2/17/23,933498
RXST,Rxsight Inc,13.9,0.69,5.22%,14.01,13.21,67000,2/17/23,931300
FNGS,Microsectors Fang+ ETN,24.0619,-0.3221,-1.32%,24.17,23.73,38700,2/17/23,931195.53
SOXQ,Invesco PHLX Semiconductor ETF,23.71,-0.39,-1.62%,24.01,23.5,39200,2/17/23,929432
CXSE,Wisdomtree China Ex-Cso Fund,35.99,-0.91,-2.47%,36.12,35.83,25800,2/17/23,928542
OUSA,O's U.S. Qlty Divd ETF,42.24,0.0701,0.17%,42.27,41.95,21900,2/17/23,925056
BCBP,Bcb Bancorp Inc,17.59,0.26,1.50%,17.62,17.37,52500,2/17/23,923475
QABA,Nasdaq Aba Community Bank Index Fund FT,54.62,0.65,1.21%,54.7,53.97,16900,2/17/23,923078
ALXO,Alx Oncology Holdings Inc,7.64,0.17,2.28%,7.7,7.37,120800,2/17/23,922912
GOCO,Gohealth Inc Cl A,16.8,-0.2,-1.18%,16.98,15.53,54900,2/17/23,922320
FRBA,First Bank,13.88,0.14,1.02%,13.89,13.6,66400,2/17/23,921632
NEON,Neonode Inc,9.12,-0.43,-4.50%,9.6,8.93,100800,2/17/23,919296
SSUS,Day Hagan/Ned Davis Research Smart Sector ETF,32.69,-0.16,-0.49%,32.705,32.501,28100,2/17/23,918589
GXG,Gx MSCI Colombia ETF,18.9534,-0.1666,-0.87%,19.19,18.92,48200,2/17/23,913553.88
XSLV,S&P Smallcap Low Vol Invesco ETF,47.51,0.4372,0.93%,47.57,46.98,19200,2/17/23,912192
EAR,Eargo Inc,7.59,-0.48,-5.95%,8.07,7.25,120100,2/17/23,911559
RGI,S&P 500 EW Industrials Invesco ETF,193.2558,0.7158,0.37%,193.3584,191.769,4700,2/17/23,908302.26
CFRX,Contrafect,3.63,-0.4,-9.93%,4.15,3.6,250100,2/17/23,907863
FEM,Emrg Mkts Alphadex Fund FT,21.46,-0.04,-0.19%,21.48,21.39,42300,2/17/23,907758
SPPI,Spectrum Pharma Inc,0.8325,0.0111,1.35%,0.85,0.81,1088700,2/17/23,906342.75
OSG,Overseas Shipholding Group Inc,3.8,-0.01,-0.26%,3.815,3.75,237700,2/17/23,903260
IBND,Intl Corp Bond ETF SPDR,28.02,0.12,0.43%,28.02,27.815,32200,2/17/23,902244
SHBI,Shore Bancshares Inc,17.35,0.14,0.81%,17.35,17.18,52000,2/17/23,902200
WSBF,Waterstone Financial,16.02,0.11,0.69%,16.14,16,56200,2/17/23,900324
AMYT,Amryt Pharma Plc ADR,14.63,-0.01,-0.07%,14.65,14.63,61500,2/17/23,899745
BCAB,Bioatla Inc,3.72,0.14,3.91%,3.76,3.42,241700,2/17/23,899124
CENT,Central Garden,43.11,0.86,2.04%,43.24,42.45,20800,2/17/23,896688
ROVR,Rover Group Inc,3.93,-0.05,-1.26%,4.03,3.89,228000,2/17/23,896040
FDLO,Fidelity Low Volatility Factor ETF,47.13,-0.03,-0.06%,47.17,46.81,19000,2/17/23,895470
USXF,Ishares ESG Advanced MSCI USA ETF,32.91,-0.16,-0.48%,32.92,32.64,27200,2/17/23,895152
RWX,DJ Intl Real Estate ETF SPDR,27.59,0.01,0.04%,27.61,27.4001,32400,2/17/23,893916
CORN,Teucrium Corn,26.64,0.14,0.53%,26.69,26.49,33400,2/17/23,889776
MOR,Morphosys Ag ADR,4.69,-0.11,-2.29%,4.87,4.65,189400,2/17/23,888286
LTRPA,Liberty Tripadv A,1.19,-0.02,-1.65%,1.2936,1.08,740800,2/17/23,881552
EWX,S&P Emrg Mkts Smallcap SPDR,50.84,-0.16,-0.31%,50.84,50.625,17300,2/17/23,879532
OLP,One Liberty Properties,23.73,0.18,0.76%,23.86,23.53,37000,2/17/23,878010
MPAA,Motorcar Parts Amer,13.39,-0.06,-0.45%,13.5,13.28,65300,2/17/23,874367
CGNT,Cognyte Software Ltd,3.65,-0.14,-3.69%,3.77,3.59,238800,2/17/23,871620
QBTS,D-Wave Quantum Inc,0.9407,0.0407,4.52%,0.95,0.9007,925000,2/17/23,870147.5
FRST,Primis Financial Corp,12.13,0.22,1.85%,12.2,11.87,71700,2/17/23,869721
BLFY,Blue Foundry Bancorp,11.97,0.08,0.67%,12,11.86,72600,2/17/23,869022
HEP,Holly Energy Partners LP,18.54,-0.17,-0.91%,18.71,18.42,46500,2/17/23,862110
HEEM,Emrg Mkts Curr Hedged Ishares MSCI ETF,24.16,-0.27,-1.11%,24.34,24.14,35600,2/17/23,860096
RWAY,Runway Growth Finance Corp,12.85,-0.27,-2.06%,13.07,12.82,66900,2/17/23,859665
CAPL,Crossamerica Partners LP,21.69,0.08,0.37%,21.8,21.6,39600,2/17/23,858924
FUSN,Fusion Pharmaceuticals Inc,4.83,-0.3,-5.85%,5.13,4.64,177700,2/17/23,858291
FNDB,Schwab Fundamental U.S. Broad Market ETF,55.85,-0.14,-0.25%,55.905,55.55,15300,2/17/23,854505
CKPT,Checkpoint Therapeutics Inc,4.99,-0.08,-1.58%,5.09,4.7,171000,2/17/23,853290
BATT,Adv Battery Metals and Materials Amplify ETF,13.22,-0.3056,-2.26%,13.27,13.1001,64500,2/17/23,852690
LXRX,Lexicon Pharmaceutcl,2.43,0.15,6.58%,2.46,2.27,350200,2/17/23,850986
VTWG,Russell 2000 Growth Vanguard,173.55,0.69,0.40%,173.55,171.51,4900,2/17/23,850395
INVE,Identiv Inc,7.59,-0.26,-3.31%,7.9,7.57,111900,2/17/23,849321
MORT,Vaneck Mortgage REIT Income ETF,13.07,-0.05,-0.38%,13.17,12.93,64900,2/17/23,848243
HIPO,Hippo Holdings Inc,17.6,-1.2,-6.38%,18.87,17.5,48100,2/17/23,846560
PX,P10 Inc Cl A,11.5,-0.02,-0.17%,11.66,11.42,73600,2/17/23,846400
SWAN,Blackswan Growth & Treasury Core Amplify ETF,25.11,0.04,0.16%,25.153,25,33600,2/17/23,843696
ONEV,Russell 1000 Low Vol ETF SPDR,109.5127,0.1507,0.14%,109.5839,108.84,7700,2/17/23,843247.79
FLJP,Japan Franklin FTSE ETF,25.11,-0.01,-0.04%,25.149,24.98,33500,2/17/23,841185
UYG,Ultra Financials 2X ETF,51.92,-0.19,-0.36%,51.94,51.1926,16200,2/17/23,841104
BHIL,Benson Hill Inc,2.3,0.02,0.88%,2.32,2.24,364500,2/17/23,838350
AWAY,Etfmg Travel Tech ETF,18.5,-0.38,-2.01%,18.74,18.42,45300,2/17/23,838050
TMFC,Motley Fool 100 Index ETF,33.76,-0.28,-0.82%,33.82,33.51,24800,2/17/23,837248
MESO,Mesoblast Ltd ADR,3.3,-0.28,-7.82%,3.49,3.2,253700,2/17/23,837210
RBCAA,Republic Bancorp Inc,45.91,0.16,0.35%,46.21,45.42,18200,2/17/23,835562
PTBD,Pacer Trendpilot US Bond ETF,20.44,0.06,0.29%,20.4799,20.27,40800,2/17/23,833952
ROOT,Root Inc,6.18,-0.48,-7.21%,6.6,6.08,134800,2/17/23,833064
BNRE,Brookfield Reinsurance Ltd,35.86,-0.22,-0.61%,36.1,35.65,23100,2/17/23,828366
TEO,Telecom Argentina Stet France Telecom ADR,5.64,-0.35,-5.84%,5.99,5.52,146600,2/17/23,826824
LLAP,Terran Orbital Corp,1.8,-0.06,-3.23%,1.88,1.77,459300,2/17/23,826740
SPMO,S&P 500 Momentum Invesco ETF,55.09,-0.27,-0.49%,55.17,54.89,15000,2/17/23,826350
IMAB,I-Mab ADR,4.68,0.15,3.31%,4.75,4.4,175200,2/17/23,819936
HYBB,Ishares Bb Rated Corporate Bond ETF,44.5606,0.2106,0.47%,44.5606,44.2,18400,2/17/23,819915.04
SWIM,Latham Group Inc,4.01,0.1,2.56%,4.02,3.85,204200,2/17/23,818842
PEZ,DWA Consumer Cyclicals Momentum Invesco ETF,71.79,0.55,0.77%,71.83,71.57,11400,2/17/23,818406
CVII,Churchill Capital Corp Vii Cl A,10.06,-0.01,-0.10%,10.07,10.04,81300,2/17/23,817878
QUBT,Quantum Computing Inc,1.56,-0.04,-2.50%,1.65,1.52,524200,2/17/23,817752
FDT,Dev Mkts Ex-US Alphadex Fund FT,51.35,0.01,0.02%,51.54,51.08,15900,2/17/23,816465
ATXS,Astri Therapeutics Inc,13.54,0.59,4.56%,13.69,12.8,60300,2/17/23,816462
LUNA,Luna Innovations Inc,9.32,-0.12,-1.27%,9.47,9.24,87200,2/17/23,812704
CASA,Casa Systems Inc,3.67,-0.23,-5.90%,3.96,3.63,220900,2/17/23,810703
PBYI,Puma Biotechnology,4.36,0.19,4.56%,4.39,4.11,185900,2/17/23,810524
VOR,Vor Biopharma Inc,5.85,0.5,9.35%,5.99,5.44,138500,2/17/23,810225
PYZ,DWA Basic Materials Momentum Invesco ETF,89.96,-0.99,-1.09%,90.32,89.7,9000,2/17/23,809640
BRDG,Bridge Investment Group Holdings Inc Cl A,14.74,-0.18,-1.21%,14.98,14.7,54900,2/17/23,809226
KBWD,KBW High Dividend Yield Financial Invesco ETF,16.94,0.04,0.24%,16.94,16.74,47700,2/17/23,808038
VXRT,Vaxart Inc,0.9905,0.0087,0.89%,1.02,0.9407,813800,2/17/23,806068.9
RMTI,Rockwell Medical IN,2.51,-0.04,-1.57%,2.68,2.42,321100,2/17/23,805961
ATHA,Athira Pharma Inc,3.25,0.08,2.52%,3.31,3.12,247800,2/17/23,805350
CVRX,Cvrx Inc,17.2,-0.3,-1.71%,17.45,16.65,46800,2/17/23,804960
PWV,Dynamic Large Cap Value Invesco ETF,47.63,0.14,0.29%,47.6718,47.2761,16900,2/17/23,804947
MREO,Mereo Biopharma Group Plc ADR,1.06,-0.01,-0.93%,1.0797,1.02,757800,2/17/23,803268
JPEM,JPM Dvsd Rtns EM ETF,50.78,-0.04,-0.08%,50.855,50.57,15800,2/17/23,802324
JANX,Janux Therapeutics Inc,17.66,1.27,7.75%,17.67,16.31,45400,2/17/23,801764
VAPO,Vapotherm Inc,1.07,-0.01,-0.93%,1.17,1.07,746800,2/17/23,799076
CGAU,Centerra Gold Inc,6.24,0,0.00%,6.28,6.04,127600,2/17/23,796224
ARCE,Arco Platform Ltd Cl A,12.53,-0.24,-1.88%,12.66,12.36,63500,2/17/23,795655
HYFM,Hydrofarm Holdings Group Inc,2.02,-0.13,-6.05%,2.15,2.02,393400,2/17/23,794668
WOOD,Global Timber & Forestry Ishares ETF,74.92,-0.37,-0.49%,75.06,74.58,10600,2/17/23,794152
MTA,Metalla Royalty and Streaming Ltd,4.72,0.05,1.07%,4.78,4.6,167900,2/17/23,792488
QUOT,Quotient Technology Inc,3.94,-0.02,-0.51%,4,3.87,200300,2/17/23,789182
CRMD,Cormedix Inc,4.45,0.07,1.60%,4.45,4.26,176900,2/17/23,787205
NRP,Natural Resource Partners LP,56,-0.35,-0.62%,56.5519,55.25,14000,2/17/23,784000
BBUC,Brookfield Business Corp,21.01,0.1,0.48%,21.11,20.79,37300,2/17/23,783673
CRBN,ACWI Low Carbon Target Ishares MSCI ETF,147.5494,-0.4506,-0.30%,147.56,146.58,5300,2/17/23,782011.82
HLGN,Heliogen Inc,0.395,0.0348,9.66%,0.3974,0.3505,1978000,2/17/23,781310
SLVP,Ishares Global Silver Miners Fund,10.11,0.01,0.10%,10.12,9.82,77200,2/17/23,780492
ELMD,Electromed Inc,13.37,0.78,6.20%,13.84,12.51,58300,2/17/23,779471
PVL,Permianville Royalty Trust,2.97,-0.02,-0.67%,3,2.92,262300,2/17/23,779031
MRCC,Monroe Capital Corp,8.32,0.37,4.65%,8.33,7.9,93600,2/17/23,778752
CRESY,Cresud Sacif ADR,6.85,-0.1,-1.44%,7.1,6.74,113000,2/17/23,774050
FTRI,Indxx Global Natural Resources Income ETF FT,13.86,-0.17,-1.21%,13.97,13.82,55700,2/17/23,772002
VLTA,Volta Inc,0.8536,0.0035,0.41%,0.856,0.85,903300,2/17/23,771056.88
HLLY,Holley Inc,2.3,0.03,1.32%,2.31,2.22,334900,2/17/23,770270
WGMI,Valkyrie Bitcoin Miners ETF,9.06,0.15,1.68%,9.06,8.65,84600,2/17/23,766476
PTH,DWA Healthcare Momentum Invesco ETF,119.47,2.11,1.80%,119.47,117.1,6400,2/17/23,764608
UIHC,United Insurance Holdings,1.67,-0.01,-0.60%,1.84,1.63,457700,2/17/23,764359
STXS,Stereotaxis Inc,2.66,0.09,3.50%,2.6614,2.521,286000,2/17/23,760760
ERTH,Invesco MSCI Sustainable Future ETF,50.69,-0.3409,-0.67%,50.7506,50.31,15000,2/17/23,760350
DFIP,Dimensional Inflation-Protected Securities,41.545,0.045,0.11%,41.5482,41.37,18200,2/17/23,756119
TARS,Tarsus Pharmaceuticals Inc,15.49,0.36,2.38%,15.55,15.26,48700,2/17/23,754363
FHTX,Foghorn Therapeutics Inc,6.05,0.1,1.68%,6.24,5.75,123400,2/17/23,746570
VINP,Vinci Partners Investments Ltd Cl A,10.16,-0.25,-2.40%,10.54,9.88,73300,2/17/23,744728
IVES,Etfmg Global Cloud Technology ETF,32.4822,-0.5845,-1.77%,32.85,32.18,22900,2/17/23,743842.38
BCOV,Brightcove Inc,7.07,0,0.00%,7.12,6.96,105200,2/17/23,743764
MEC,Mayville Engineering Company,16.23,0.04,0.25%,16.5359,15.9731,45700,2/17/23,741711
FIP,Ftai Infrastructure Inc,3.17,-0.02,-0.63%,3.21,3.14,233700,2/17/23,740829
INDT,Indus Realty Trust Inc [Md],63.31,0.16,0.25%,63.4,62.94,11700,2/17/23,740727
HOFT,Hooker Furnishings Corp,21.37,0.3,1.42%,21.39,20.53,34600,2/17/23,739402
GHI,Greystone Housing Impact Investors LP,18.9,0.06,0.32%,19.18,18.8066,39100,2/17/23,738990
SDC,Smiledirectclub Inc,0.59,-0.05,-7.81%,0.66,0.581,1252400,2/17/23,738916
FTXO,Nasdaq Bank ETF,28.82,0.16,0.56%,28.82,28.56,25500,2/17/23,734910
FRBK,Republic First Bcp,2.07,0.08,4.02%,2.11,1.97,352100,2/17/23,728847
CLSA,Cabana Target Leading Sector Aggressive ETF,19.02,0.04,0.21%,19.04,18.95,38200,2/17/23,726564
MCBS,Metrocity Bankshares Inc,20.44,0.1,0.49%,20.67,20.1,35500,2/17/23,725620
NDLS,Noodles & Company,6.15,0.03,0.49%,6.23,5.96,117300,2/17/23,721395
REFI,Chicago Atlantic Real Estate Finance Inc,15.04,0.11,0.74%,15.18,14.82,47800,2/17/23,718912
RBB,Rbb Bancorp,20.07,0.26,1.31%,20.2,19.65,35800,2/17/23,718506
NAN,Nuveen New York Divadv Fund,10.82,-0.03,-0.28%,10.87,10.78,66300,2/17/23,717366
DWX,S&P Dividend Intl SPDR,34.3,0.17,0.50%,34.345,34.0801,20900,2/17/23,716870
BTCM,Bit Mining Ltd,3.49,0.22,6.73%,3.49,2.9046,205200,2/17/23,716148
XTN,S&P Transportation SPDR,78.62,-0.18,-0.23%,78.64,77.94,9100,2/17/23,715442
FPXI,FT Intl Equity Opportunities ETF,40.54,-0.15,-0.37%,40.63,40.37,17600,2/17/23,713504
ADCT,Adc Therapeutics Sa,4.35,0.03,0.69%,4.43,4.22,163400,2/17/23,710790
TDUP,Thredup Inc Cl A,1.48,0,0.00%,1.53,1.44,479500,2/17/23,709660
UONE,Urban One Inc,6.95,0.62,9.79%,7.03,6.38,102100,2/17/23,709595
MIDU,Mid Cap Bull 3X Direxion,45.62,-0.26,-0.57%,45.77,44.6,15500,2/17/23,707110
KBWY,KBW Premium Yield Equity REIT Invesco ETF,21.89,-0.07,-0.32%,21.98,21.75,32300,2/17/23,707047
AIRR,Rba American Industrial Renaissance ETF FT,49.93,0.17,0.34%,50.04,49.47,14100,2/17/23,704013
EGAN,Egain Corp,7.93,0.2,2.59%,8,7.62,88700,2/17/23,703391
EDIV,S&P Emrg Mkts Dividend SPDR,25.44,-0.08,-0.31%,25.48,25.3795,27600,2/17/23,702144
VEON,Veon Ltd ADR,0.699,-0.021,-2.92%,0.71,0.685,1001500,2/17/23,700048.5
OPRT,Oportun Financial Corp,6.75,-0.14,-2.03%,6.94,6.69,103600,2/17/23,699300
DFLI,Dragonfly Energy Hldgs Corp,5.85,-0.31,-5.03%,6.16,5.84,119300,2/17/23,697905
JOET,Virtus Terranova U.S. Quality Momentum ETF,27.9,-0.11,-0.39%,27.92,27.77,24900,2/17/23,694710
LMFA,Lm Funding America Inc,1.32,0.16,13.79%,1.3399,1.16,525100,2/17/23,693132
PHX,Phx Minerals Inc,3,-0.05,-1.64%,3.0592,2.95,231000,2/17/23,693000
IMV,Imv Inc,0.94,0.1,11.90%,1.04,0.81,735600,2/17/23,691464
LPTX,Leap Therapeutics Inc,0.6,-0.03,-4.76%,0.664,0.6,1150900,2/17/23,690540
ICD,Independence Contract Drilling Inc,3.58,-0.29,-7.49%,3.84,3.53,192700,2/17/23,689866
ADV,Advantage Solutions Inc,2.56,-0.03,-1.16%,2.62,2.52,268900,2/17/23,688384
SMHI,Seacor Marine Holdings Inc,10.22,-0.03,-0.29%,10.3,10,67200,2/17/23,686784
QMOM,Quantitative Momentum ETF,45.93,-0.86,-1.84%,46.18,45.8699,14900,2/17/23,684357
NECB,Northeast Community Bancorp,15.95,0.03,0.19%,15.95,15.4,42900,2/17/23,684255
FXF,Swiss Franc Trust Currencyshares,96.37,0.0374,0.04%,96.436,95.7405,7100,2/17/23,684227
EXI,Global Industrials Ishares ETF,113.745,0.4315,0.38%,113.78,112.92,6000,2/17/23,682470
GHM,Graham Corp,13.46,0.33,2.51%,13.46,13.03,50700,2/17/23,682422
FCBC,First Community Bksh,32.01,0.2,0.63%,32.08,31.7,21200,2/17/23,678612
COMB,Commodity Broad Strategy No K-1 ETF,21.39,-0.1,-0.47%,21.4,21.2031,31700,2/17/23,678063
EWRE,S&P 500 EW Real Estate Invesco ETF,33.18,-0.13,-0.39%,33.25,32.856,20300,2/17/23,673554
OCN,Ocwen Financial Corp,35.81,-0.05,-0.14%,35.9999,35.138,18800,2/17/23,673228
FTHI,High Income ETF FT,20.44,0,0.00%,20.44,20.31,32800,2/17/23,670432
MYPS,Playstudios Inc,4.29,0.06,1.42%,4.31,4.15,156200,2/17/23,670098
SKF,Ultrashort Financials -2X ETF,16.99,0.08,0.47%,17.2448,16.97,39400,2/17/23,669406
AVRE,Avantis Real Estate ETF,43.72,-0.11,-0.25%,43.74,43.34,15300,2/17/23,668916
III,Information Svcs Group,5.42,0.07,1.31%,5.43,5.33,123400,2/17/23,668828
CPSS,Consumer Portfol,11.18,-0.42,-3.62%,11.81,11.1,59800,2/17/23,668564
FGM,Germany Alphadex Fund FT,40.03,0.5,1.27%,40.03,39.57,16700,2/17/23,668501
VIOG,S&P Smallcap 600 Growth Vanguard,202.4874,0.0074,0.00%,202.5094,200.47,3300,2/17/23,668208.42
QYLG,Gx Nasdaq 100 Covered Call & Growth ETF,24.16,-0.27,-1.13%,24.23,23.98,27600,2/17/23,666816
PSP,Global Listed Private Equity Invesco ETF,10.85,0.05,0.46%,10.85,10.72,61400,2/17/23,666190
IXG,Global Financials Ishares ETF,75.68,0.04,0.05%,75.71,75.27,8800,2/17/23,665984
GGR,Gogoro Inc,4.65,0.21,4.73%,4.76,4.45,142700,2/17/23,663555
ZEV,Lightning Emotors Inc,0.7073,0.0399,5.98%,0.72,0.66,937900,2/17/23,663376.67
SATL,Satellogic Inc Cl A,2.99,-0.27,-8.14%,3.13,2.99,221200,2/17/23,661388
